Cation Runtime (s),Neutral Runtime (s),Cation@Neutral Runtime (s),Neutral@Cation Runtime (s),Monomer 1,Monomer 2,Oligomer Length
1.443,1.268,0.089,0.084,32,39,2
1.467,1.001,0.086,0.078,24,78,2
1.005,0.863,0.068,0.068,10,47,2
1.513,1.127,0.1,0.092,51,94,2
5.004,2.187,0.098,0.084,16,64,2
1.103,0.847,0.093,0.082,6,57,2
4.765,4.498,0.172,0.166,86,97,2
2.304,1.843,0.138,0.118,53,82,2
1.283,0.91,0.083,0.079,2,62,2
1.783,1.094,0.095,0.086,12,51,2
1.416,1.135,0.092,0.087,47,79,2
1.444,0.768,0.079,0.076,4,41,2
2.266,0.866,0.099,0.097,14,72,2
1.337,1.288,0.092,0.086,28,92,2
3.266,2.021,0.122,0.117,18,34,2
2.17,2.22,0.097,0.092,32,95,2
1.551,1.127,0.105,0.103,49,85,2
2.34,1.347,0.115,0.107,52,54,2
1.649,1.575,0.093,0.088,29,44,2
1.634,1.381,0.097,0.092,54,77,2
1.437,1.213,0.125,0.117,5,97,2
1.352,0.723,0.088,0.085,33,43,2
1.795,1.066,0.114,0.096,57,80,2
1.577,1.233,0.08,0.074,6,60,2
0.958,0.989,0.1,0.089,16,53,2
1.646,1.883,0.103,0.095,80,83,2
1.033,0.806,0.073,0.069,10,70,2
0.985,1.36,0.076,0.072,45,58,2
2.149,1.451,0.117,0.113,36,97,2
2.309,2.056,0.112,0.11,17,85,2
1.632,1.41,0.112,0.099,50,75,2
1.898,1.322,0.076,0.075,1,95,2
2.123,1.752,0.08,0.078,37,41,2
2.984,1.943,0.114,0.107,62,69,2
2.552,2.73,0.127,0.114,76,92,2
2.043,1.668,0.141,0.13,25,99,2
0.979,0.766,0.077,0.071,19,79,2
1.82,1.429,0.105,0.098,31,62,2
2.628,1.526,0.133,0.12,20,96,2
0.977,0.569,0.078,0.066,10,30,2
1.643,1.049,0.114,0.098,53,59,2
1.668,0.999,0.093,0.089,28,49,2
1.207,0.896,0.085,0.08,6,20,2
2.564,1.84,0.12,0.121,41,81,2
2.666,2.011,0.126,0.112,27,63,2
1.039,0.889,0.076,0.073,19,39,2
1.748,1.233,0.116,0.105,33,98,2
1.997,1.966,0.1,0.088,60,93,2
1.67,1.02,0.102,0.092,46,74,2
3.454,1.842,0.125,0.114,63,64,2
1.374,1.072,0.083,0.077,24,94,2
1.868,1.3,0.12,0.116,18,74,2
0.781,0.695,0.072,0.071,8,47,2
2.966,0.741,0.081,0.075,14,32,2
3.038,2.304,0.103,0.095,51,78,2
1.01,0.598,0.072,0.066,2,22,2
1.405,1.386,0.088,0.087,45,83,2
1.489,1.752,0.117,0.105,23,61,2
1.084,0.967,0.063,0.063,9,91,2
1.158,1.073,0.083,0.08,64,91,2
1.244,1.118,0.085,0.085,58,71,2
3.755,1.373,0.086,0.085,25,42,2
2.372,1.794,0.113,0.105,42,76,2
1.495,1.042,0.101,0.094,39,66,2
1.648,1.152,0.111,0.109,44,55,2
1.249,1.932,0.091,0.088,1,55,2
2.365,0.63,0.093,0.083,11,66,2
3.655,3.056,0.143,0.137,81,95,2
2.029,1.625,0.121,0.116,56,96,2
2.524,2.433,0.112,0.108,7,76,2
1.43,0.875,0.092,0.086,17,45,2
2.074,1.163,0.093,0.089,70,71,2
1.799,1.347,0.109,0.097,25,59,2
2.37,1.815,0.119,0.117,37,81,2
2.319,2.037,0.136,0.122,51,63,2
1.417,0.649,0.102,0.097,45,98,2
1.018,0.821,0.07,0.069,2,39,2
2.193,1.532,0.091,0.085,16,93,2
2.556,1.992,0.096,0.089,14,29,2
1.152,0.919,0.107,0.094,30,74,2
1.4,0.875,0.096,0.09,36,57,2
1.729,2.77,0.112,0.11,77,84,2
2.011,1.235,0.141,0.139,85,97,2
3.185,0.566,0.105,0.095,5,57,2
1.658,0.698,0.086,0.078,15,64,2
2.708,0.918,0.126,0.12,29,84,2
1.615,1.257,0.11,0.099,52,94,2
1.291,0.931,0.095,0.086,3,74,2
1.405,1.066,0.096,0.088,27,78,2
1.875,1.158,0.091,0.088,31,39,2
1.197,0.658,0.075,0.069,19,22,2
1.673,1.245,0.098,0.095,33,83,2
0.907,0.797,0.063,0.064,9,11,2
2.251,1.625,0.138,0.125,55,61,2
2.035,1.854,0.105,0.104,28,52,2
2.863,3.341,0.134,0.129,69,81,2
1.769,1.263,0.119,0.116,4,81,2
1.238,0.898,0.072,0.067,12,91,2
4.5,5.482,0.166,0.158,96,99,2
1.572,1.694,0.08,0.08,22,37,2
3.597,2.115,0.142,0.129,34,76,2
2.436,1.349,0.12,0.106,32,55,2
2.751,1.758,0.125,0.119,25,82,2
2.235,2.716,0.112,0.109,27,38,2
1.412,0.964,0.089,0.084,19,62,2
1.87,1.683,0.094,0.085,31,79,2
1.671,1.339,0.086,0.08,9,51,2
1.46,1.557,0.086,0.084,89,91,2
2.085,1.797,0.133,0.122,62,72,2
2.746,2.61,0.14,0.124,76,89,2
2.76,1.593,0.096,0.092,44,95,2
1.736,1.157,0.098,0.092,3,34,2
2.049,1.315,0.105,0.093,5,17,2
1.148,0.778,0.08,0.069,15,24,2
3.163,1.49,0.12,0.115,93,96,2
1.373,0.894,0.092,0.085,24,54,2
2.708,1.715,0.126,0.114,59,67,2
1.739,1.537,0.085,0.085,22,77,2
2.513,0.964,0.097,0.091,34,36,2
2.787,2.372,0.113,0.106,80,98,2
2.555,1.773,0.109,0.103,38,70,2
0.849,0.306,0.088,0.085,43,60,2
1.524,1.067,0.098,0.094,21,80,2
2.78,2.526,0.1,0.091,66,70,2
1.097,0.837,0.082,0.079,33,58,2
1.079,0.709,0.075,0.073,7,36,2
0.305,0.209,0.057,0.052,1,15,2
2.218,1.173,0.08,0.079,11,26,2
1.735,1.354,0.121,0.109,61,85,2
1.35,0.981,0.1,0.094,20,56,2
1.088,0.839,0.108,0.096,26,75,2
1.746,1.259,0.105,0.099,30,34,2
4.706,1.014,0.094,0.084,14,69,2
2.786,2.501,0.103,0.098,28,89,2
2.602,2.019,0.151,0.128,53,99,2
0.95,0.688,0.071,0.068,2,79,2
1.78,1.744,0.102,0.104,47,62,2
1.928,1.728,0.121,0.108,51,75,2
1.037,0.747,0.099,0.095,16,85,2
2.825,2.393,0.127,0.115,24,99,2
1.636,1.257,0.106,0.1,30,62,2
1.622,1.369,0.114,0.106,18,79,2
1.446,1.195,0.108,0.102,56,100,2
2.855,2.143,0.136,0.116,63,69,2
1.772,3.09,0.078,0.076,36,41,2
2.12,1.856,0.089,0.088,77,92,2
0.892,0.739,0.064,0.063,1,43,2
1.121,1.367,0.077,0.075,44,58,2
1.273,1.225,0.084,0.076,11,70,2
2.343,1.908,0.139,0.137,81,83,2
1.395,0.999,0.095,0.088,56,80,2
1.947,1.302,0.084,0.079,7,60,2
1.715,1.355,0.115,0.103,17,53,2
2.241,1.512,0.118,0.116,37,97,2
3.116,2.65,0.117,0.116,55,77,2
1.583,1.381,0.082,0.08,28,44,2
3.381,2.875,0.138,0.128,69,97,2
2.377,1.543,0.118,0.114,4,97,2
1.313,1.005,0.107,0.096,53,54,2
2.151,0.996,0.106,0.098,34,60,2
1.49,1.049,0.106,0.095,49,53,2
1.269,1.743,0.086,0.081,32,43,2
1.595,1.972,0.083,0.082,5,41,2
1.321,1.257,0.096,0.091,15,72,2
1.563,0.905,0.108,0.095,29,92,2
2.318,2.017,0.134,0.131,52,82,2
1.619,1.131,0.097,0.093,3,62,2
1.545,0.971,0.096,0.086,46,79,2
3.755,2.384,0.113,0.104,25,100,2
1.276,1.21,0.087,0.08,19,34,2
3.262,2.123,0.103,0.094,33,95,2
1.13,1.295,0.065,0.063,8,91,2
1.63,1.214,0.093,0.088,65,91,2
1.9,0.981,0.074,0.073,24,42,2
1.556,1.341,0.098,0.094,59,71,2
2.085,1.817,0.105,0.093,22,61,2
1.867,1.314,0.111,0.105,45,55,2
3.028,1.862,0.12,0.111,38,66,2
2.723,1.719,0.118,0.115,43,76,2
1.912,2.211,0.097,0.088,25,94,2
1.155,0.663,0.085,0.077,19,74,2
1.241,0.892,0.072,0.071,9,47,2
3.033,1.715,0.107,0.102,62,64,2
2.418,1.647,0.095,0.084,50,78,2
1.549,1.178,0.09,0.09,44,83,2
1.155,1.002,0.082,0.077,3,22,2
0.875,0.495,0.083,0.083,1,98,2
1.408,1.024,0.075,0.068,15,32,2
0.637,0.541,0.116,0.095,61,93,2
2.091,2.383,0.119,0.109,26,63,2
1.928,1.675,0.109,0.108,18,39,2
1.028,0.66,0.11,0.103,32,98,2
1.474,1.01,0.1,0.093,41,57,2
1.575,1.07,0.099,0.094,47,74,2
2.266,1.512,0.13,0.118,21,96,2
1.813,0.739,0.103,0.095,33,100,2
1.37,0.728,0.109,0.099,29,49,2
1.187,0.914,0.09,0.084,7,20,2
1.396,0.94,0.086,0.075,11,30,2
2.114,2.527,0.12,0.105,52,59,2
0.905,0.441,0.081,0.076,1,18,2
4.1,4.653,0.173,0.166,97,99,2
2.694,1.615,0.125,0.115,29,52,2
1.207,1.042,0.11,0.097,54,61,2
3.622,4.621,0.123,0.12,5,81,2
3.312,1.861,0.114,0.11,33,55,2
2.664,2.15,0.153,0.147,72,86,2
2.201,1.666,0.092,0.089,23,37,2
1.344,1.016,0.101,0.09,53,94,2
1.312,0.623,0.083,0.074,2,74,2
1.362,1.403,0.078,0.078,12,47,2
1.278,0.871,0.1,0.092,4,57,2
3.108,0.853,0.092,0.086,14,64,2
2.166,1.702,0.149,0.147,84,97,2
1.629,1.196,0.112,0.109,28,84,2
1.23,1.015,0.094,0.086,26,78,2
1.464,0.944,0.104,0.104,18,22,2
1.566,1.247,0.091,0.089,30,39,2
1.148,1.304,0.066,0.063,8,11,2
1.815,1.747,0.094,0.09,32,83,2
2.368,1.781,0.095,0.091,49,93,2
2.126,1.783,0.106,0.097,17,93,2
2.067,1.568,0.092,0.082,15,29,2
1.956,1.458,0.127,0.111,50,63,2
1.805,1.139,0.083,0.082,3,39,2
1.254,0.629,0.108,0.1,44,98,2
1.069,0.858,0.074,0.072,1,83,2
1.351,0.933,0.098,0.093,37,57,2
3.212,2.816,0.149,0.14,76,84,2
1.518,1.391,0.103,0.093,31,74,2
2.604,1.874,0.133,0.122,57,96,2
2.151,1.746,0.107,0.1,6,76,2
0.66,0.692,0.08,0.073,16,45,2
2.741,2.312,0.106,0.098,80,95,2
1.16,0.633,0.078,0.074,10,66,2
2.627,2.425,0.116,0.115,36,81,2
1.612,0.934,0.096,0.085,24,59,2
2.152,1.836,0.11,0.1,27,75,2
1.695,1.354,0.109,0.097,31,34,2
1.46,1.253,0.104,0.097,60,85,2
1.454,1.014,0.107,0.097,21,56,2
3.509,3.101,0.15,0.14,52,99,2
1.158,0.901,0.086,0.079,3,79,2
1.76,1.553,0.107,0.1,46,62,2
1.69,0.88,0.09,0.08,15,69,2
1.908,1.286,0.116,0.104,29,89,2
1.739,1.522,0.082,0.077,32,58,2
2.226,1.697,0.12,0.106,67,70,2
1.416,1.079,0.1,0.092,20,80,2
1.335,1.192,0.072,0.069,10,26,2
1.18,0.884,0.069,0.068,6,36,2
2.782,2.004,0.123,0.114,41,97,2
1.941,1.746,0.097,0.097,23,77,2
3.175,1.54,0.11,0.102,58,67,2
1.781,1.852,0.106,0.097,25,54,2
0.591,0.377,0.083,0.078,42,60,2
0.445,0.382,0.062,0.06,1,58,2
1.617,1.161,0.093,0.085,39,70,2
4.039,3.164,0.148,0.148,81,98,2
2.424,2.044,0.142,0.134,63,72,2
1.644,1.951,0.102,0.098,77,89,2
2.278,1.647,0.107,0.104,24,82,2
1.51,1.354,0.112,0.105,26,38,2
1.441,1.224,0.093,0.085,30,79,2
1.909,1.31,0.128,0.122,18,62,2
2.457,2.006,0.085,0.079,8,51,2
2.07,1.255,0.093,0.086,4,17,2
1.18,0.606,0.084,0.074,14,24,2
2.515,1.952,0.118,0.112,92,96,2
1.445,1.117,0.082,0.077,2,34,2
1.891,1.582,0.089,0.089,45,95,2
3.563,2.284,0.157,0.14,75,86,2
1.93,1.929,0.13,0.127,34,55,2
1.492,1.058,0.101,0.095,49,66,2
2.611,1.908,0.115,0.106,32,76,2
1.485,1.141,0.078,0.075,24,37,2
1.377,1.226,0.093,0.09,28,71,2
1.451,1.199,0.091,0.086,6,18,2
2.283,0.569,0.079,0.072,14,91,2
1.475,1.108,0.101,0.099,2,81,2
1.644,1.278,0.114,0.099,53,61,2
1.391,0.991,0.085,0.083,37,39,2
1.614,1.144,0.097,0.093,21,78,2
1.146,0.756,0.07,0.067,9,32,2
1.74,3.299,0.1,0.092,5,74,2
1.599,1.001,0.078,0.075,15,47,2
1.47,0.88,0.092,0.087,54,94,2
1.298,0.852,0.1,0.092,3,57,2
3.381,3.191,0.14,0.134,83,97,2
1.96,2.115,0.112,0.112,71,84,2
1.199,1.129,0.109,0.098,30,57,2
1.368,1.964,0.089,0.087,36,74,2
1.082,0.931,0.078,0.07,10,93,2
2.178,1.759,0.088,0.085,12,29,2
1.673,0.686,0.113,0.106,43,98,2
1.32,0.849,0.083,0.084,4,39,2
1.654,1.428,0.085,0.086,6,83,2
1.989,1.571,0.143,0.126,57,63,2
3.099,2.32,0.126,0.123,31,81,2
2.21,1.712,0.116,0.1,23,59,2
1.875,1.715,0.094,0.088,1,76,2
1.004,0.951,0.07,0.068,11,45,2
3.119,1.891,0.121,0.111,50,96,2
1.224,1.004,0.117,0.108,7,55,2
1.123,0.658,0.11,0.102,17,66,2
1.202,0.779,0.084,0.078,4,79,2
2.765,1.842,0.102,0.093,69,79,2
1.615,1.074,0.1,0.096,41,62,2
3.924,3.537,0.18,0.154,55,99,2
1.816,1.328,0.093,0.083,12,69,2
1.691,1.23,0.115,0.104,20,75,2
1.258,0.996,0.091,0.087,26,56,2
2.508,2.812,0.133,0.122,67,85,2
1.093,0.893,0.078,0.075,91,94,2
1.46,1.087,0.072,0.067,7,15,2
1.845,1.472,0.101,0.094,17,26,2
1.547,0.966,0.125,0.119,46,97,2
0.548,0.508,0.059,0.058,1,36,2
2.36,1.87,0.093,0.083,60,70,2
1.444,1.22,0.092,0.088,27,80,2
0.583,0.4,0.08,0.076,45,60,2
3.064,2.239,0.118,0.11,38,53,2
1.661,1.334,0.094,0.084,79,80,2
1.715,1.61,0.093,0.084,28,31,2
1.171,0.898,0.076,0.069,6,58,2
4.112,3.685,0.159,0.151,86,98,2
1.233,1.683,0.08,0.073,32,36,2
3.706,2.993,0.152,0.141,18,97,2
1.462,1.227,0.085,0.083,24,77,2
1.328,1.02,0.11,0.087,22,54,2
1.821,1.141,0.139,0.126,95,96,2
1.627,1.301,0.101,0.101,39,85,2
1.755,1.427,0.096,0.087,3,17,2
2.224,1.98,0.091,0.089,42,95,2
1.684,1.168,0.102,0.097,5,34,2
1.68,1.323,0.104,0.093,70,89,2
1.811,0.874,0.087,0.082,58,92,2
0.923,0.787,0.072,0.068,19,41,2
2.051,1.714,0.117,0.104,64,72,2
1.468,1.254,0.095,0.088,9,72,2
1.209,0.872,0.088,0.083,37,79,2
3.364,2.667,0.128,0.123,23,82,2
1.832,2.142,0.121,0.115,21,38,2
1.57,1.079,0.096,0.095,37,62,2
4.996,3.591,0.154,0.132,23,99,2
1.706,1.085,0.114,0.101,21,23,2
1.7,1.683,0.095,0.083,70,92,2
2.857,1.261,0.094,0.09,58,89,2
2.114,1.448,0.09,0.083,31,41,2
2.039,1.406,0.105,0.095,64,69,2
2.748,2.7,0.084,0.077,9,69,2
2.462,1.786,0.093,0.09,7,95,2
2.634,2.254,0.113,0.099,56,75,2
1.892,1.16,0.098,0.088,50,56,2
1.397,0.871,0.09,0.087,11,85,2
4.934,1.379,0.127,0.12,30,97,2
1.499,0.986,0.076,0.075,6,43,2
1.647,1.474,0.088,0.08,16,70,2
1.589,1.558,0.084,0.081,43,58,2
1.307,1.197,0.08,0.074,10,53,2
3.005,2.423,0.104,0.095,51,80,2
1.171,0.715,0.091,0.082,33,60,2
2.251,1.38,0.118,0.111,3,97,2
1.61,1.686,0.107,0.106,52,77,2
1.61,1.149,0.132,0.118,29,67,2
1.033,0.712,0.068,0.066,8,24,2
6.128,3.679,0.117,0.111,34,95,2
0.836,0.779,0.067,0.065,2,41,2
1.644,1.223,0.103,0.095,12,72,2
1.519,0.889,0.099,0.094,4,62,2
1.874,1.325,0.092,0.089,14,51,2
1.426,0.937,0.088,0.084,41,79,2
3.25,2.829,0.153,0.145,55,82,2
1.497,0.806,0.108,0.105,42,55,2
1.082,0.904,0.079,0.08,39,45,2
2.445,1.733,0.11,0.107,44,76,2
1.91,1.528,0.124,0.112,78,96,2
2.62,1.442,0.094,0.086,23,42,2
1.645,1.794,0.095,0.091,62,91,2
1.62,1.273,0.104,0.103,19,81,2
1.448,1.184,0.119,0.099,25,61,2
1.158,0.715,0.088,0.076,4,22,2
2.017,2.002,0.099,0.096,43,83,2
1.508,1.21,0.097,0.093,6,98,2
1.593,1.115,0.109,0.096,57,78,2
0.343,0.244,0.062,0.061,1,5,2
2.724,1.686,0.111,0.106,38,93,2
1.287,0.971,0.075,0.071,12,32,2
2.645,0.84,0.089,0.08,22,94,2
1.717,1.415,0.123,0.115,59,84,2
2.061,2.772,0.13,0.116,18,57,2
1.158,0.883,0.075,0.075,8,64,2
1.485,0.878,0.104,0.096,46,57,2
2.854,2.435,0.103,0.093,66,93,2
2.06,1.714,0.082,0.079,9,29,2
2.222,1.503,0.139,0.127,21,63,2
2.921,2.044,0.121,0.119,47,81,2
2.916,0.861,0.14,0.12,55,59,2
4.583,0.998,0.091,0.085,16,30,2
2.045,1.824,0.116,0.11,26,96,2
1.656,1.335,0.118,0.099,61,66,2
1.516,1.065,0.099,0.089,22,59,2
1.993,1.691,0.128,0.123,30,81,2
2.435,1.524,0.123,0.109,34,100,2
1.387,1.174,0.11,0.099,6,55,2
3.287,0.929,0.096,0.089,16,66,2
3.589,2.427,0.148,0.141,86,95,2
1.198,0.961,0.073,0.067,6,7,2
0.808,0.848,0.062,0.06,10,45,2
3.123,2.223,0.134,0.123,51,96,2
1.647,1.796,0.092,0.089,37,74,2
1.677,1.71,0.111,0.107,70,84,2
1.766,1.188,0.112,0.098,31,57,2
1.441,1.048,0.086,0.088,5,39,2
1.56,0.659,0.105,0.098,42,98,2
1.255,0.981,0.091,0.089,7,83,2
1.804,1.406,0.13,0.119,56,63,2
1.614,1.766,0.082,0.078,11,93,2
1.02,0.766,0.069,0.066,8,32,2
1.276,0.906,0.083,0.082,36,39,2
2.062,1.252,0.118,0.111,34,83,2
1.476,1.123,0.1,0.092,20,78,2
4.706,4.021,0.153,0.153,82,97,2
0.861,0.624,0.084,0.078,2,57,2
3.238,1.08,0.082,0.08,12,64,2
1.308,0.806,0.089,0.086,4,74,2
1.198,0.891,0.082,0.081,14,47,2
2.214,1.565,0.108,0.101,69,74,2
1.873,2.027,0.117,0.111,55,94,2
3.45,1.839,0.121,0.111,33,76,2
1.507,1.606,0.091,0.089,25,37,2
3.737,5.477,0.149,0.137,74,86,2
2.086,1.629,0.119,0.114,3,81,2
1.676,1.407,0.13,0.11,52,61,2
2.057,1.382,0.12,0.11,91,99,2
0.916,1.109,0.098,0.099,29,71,2
0.838,0.829,0.071,0.066,15,91,2
1.948,1.85,0.098,0.096,7,18,2
2.616,1.104,0.099,0.098,47,100,2
1.556,1.128,0.098,0.091,4,34,2
3.142,3.803,0.101,0.098,43,95,2
1.9,1.603,0.113,0.108,94,96,2
1.67,1.319,0.102,0.097,22,100,2
0.746,0.884,0.081,0.076,2,17,2
1.551,2.389,0.117,0.118,38,85,2
1.055,0.753,0.073,0.071,5,9,2
1.005,0.927,0.077,0.072,12,24,2
1.399,0.81,0.086,0.079,36,79,2
3.218,2.109,0.117,0.108,22,82,2
1.824,1.996,0.12,0.11,20,38,2
1.297,0.883,0.102,0.09,59,92,2
1.375,1.484,0.104,0.1,71,89,2
2.569,2.043,0.131,0.118,65,72,2
1.902,1.723,0.102,0.101,18,41,2
1.492,1.113,0.093,0.089,8,72,2
2.093,1.672,0.107,0.096,29,31,2
1.185,0.645,0.081,0.075,7,58,2
1.293,1.305,0.08,0.08,42,43,2
1.476,0.997,0.1,0.095,39,53,2
0.601,0.385,0.084,0.08,44,60,2
2.92,2.037,0.092,0.087,78,80,2
1.659,1.029,0.115,0.1,23,54,2
1.135,0.955,0.083,0.078,33,36,2
1.273,1.379,0.106,0.101,19,97,2
1.598,1.223,0.098,0.094,25,77,2
1.819,1.601,0.124,0.118,47,97,2
0.975,0.822,0.07,0.062,6,15,2
2.769,1.679,0.09,0.082,16,26,2
1.26,0.933,0.09,0.087,26,80,2
1.875,1.019,0.097,0.094,34,58,2
2.72,2.191,0.107,0.092,61,70,2
7.851,1.779,0.115,0.108,51,100,2
1.547,1.252,0.093,0.085,5,79,2
2.487,1.787,0.146,0.126,54,99,2
1.381,1.0,0.102,0.089,27,56,2
1.942,2.569,0.112,0.107,66,85,2
1.828,1.237,0.121,0.103,21,75,2
1.253,1.011,0.069,0.067,9,24,2
1.639,1.379,0.104,0.098,5,62,2
1.535,1.66,0.091,0.083,15,51,2
2.08,1.52,0.12,0.118,54,82,2
1.911,0.766,0.08,0.075,3,41,2
2.69,1.174,0.105,0.101,34,43,2
1.592,1.034,0.092,0.086,49,70,2
1.69,1.393,0.127,0.121,18,100,2
0.584,0.324,0.089,0.079,32,60,2
1.675,2.052,0.117,0.107,28,67,2
1.047,0.607,0.102,0.097,2,97,2
1.914,1.545,0.102,0.095,53,77,2
2.431,1.785,0.128,0.12,31,97,2
0.787,0.606,0.068,0.062,1,60,2
1.632,1.032,0.091,0.082,11,53,2
2.473,2.113,0.097,0.086,50,80,2
1.425,1.216,0.082,0.08,7,43,2
1.054,1.15,0.076,0.074,42,58,2
2.278,2.064,0.1,0.095,17,70,2
4.331,1.448,0.112,0.097,59,89,2
1.231,0.997,0.095,0.089,71,92,2
2.178,1.481,0.114,0.103,65,69,2
1.593,1.902,0.085,0.083,30,41,2
1.717,0.809,0.08,0.077,8,69,2
1.472,1.125,0.095,0.093,36,62,2
2.283,1.98,0.14,0.119,22,99,2
1.586,1.156,0.107,0.099,20,23,2
0.463,0.54,0.052,0.051,1,8,2
4.411,1.348,0.106,0.097,51,56,2
1.158,0.957,0.081,0.078,10,85,2
2.404,3.072,0.086,0.086,6,95,2
4.298,1.905,0.127,0.108,57,75,2
1.436,1.156,0.114,0.096,54,59,2
2.05,1.76,0.104,0.097,17,30,2
2.601,2.016,0.122,0.122,46,81,2
0.884,0.767,0.07,0.067,1,20,2
1.425,1.077,0.1,0.091,60,66,2
2.202,1.825,0.123,0.113,27,96,2
1.687,1.953,0.095,0.089,41,74,2
1.264,0.92,0.101,0.098,47,57,2
2.354,1.313,0.129,0.123,34,98,2
2.291,1.537,0.139,0.121,20,63,2
2.512,2.155,0.081,0.079,8,29,2
1.989,1.382,0.119,0.108,67,93,2
2.087,1.769,0.093,0.089,39,93,2
1.523,1.416,0.09,0.088,42,83,2
1.893,0.991,0.093,0.082,5,22,2
1.818,2.158,0.102,0.099,7,98,2
1.322,0.949,0.092,0.09,56,78,2
1.448,1.24,0.106,0.104,58,84,2
0.981,0.698,0.091,0.082,19,57,2
1.401,1.003,0.075,0.074,9,64,2
5.043,2.327,0.103,0.091,23,94,2
2.344,1.632,0.11,0.102,45,76,2
2.348,1.697,0.095,0.094,38,45,2
2.955,2.395,0.124,0.113,79,96,2
0.463,0.417,0.06,0.056,2,6,2
1.57,0.873,0.118,0.114,43,55,2
3.427,1.964,0.148,0.144,18,81,2
1.523,1.059,0.098,0.088,24,61,2
1.398,0.952,0.081,0.077,22,42,2
1.833,1.664,0.113,0.1,63,91,2
1.289,0.89,0.092,0.088,26,77,2
1.124,0.93,0.082,0.08,30,36,2
1.453,1.004,0.107,0.094,20,54,2
0.657,0.452,0.088,0.086,47,60,2
1.484,0.894,0.086,0.083,41,43,2
1.159,0.693,0.079,0.076,4,58,2
1.867,1.064,0.135,0.132,84,98,2
1.734,1.485,0.118,0.109,66,72,2
2.325,1.624,0.124,0.113,72,89,2
3.139,1.912,0.12,0.116,23,38,2
2.355,1.998,0.128,0.12,21,82,2
1.598,1.613,0.075,0.071,11,24,2
0.761,0.662,0.079,0.07,1,17,2
4.061,2.554,0.148,0.142,86,100,2
1.494,1.394,0.092,0.089,7,34,2
3.098,2.309,0.104,0.095,22,75,2
1.921,2.011,0.118,0.113,65,85,2
1.328,1.109,0.085,0.081,8,85,2
2.563,1.692,0.115,0.103,59,65,2
1.151,1.053,0.087,0.083,24,56,2
3.02,2.191,0.156,0.134,57,99,2
1.8,2.296,0.103,0.1,43,62,2
1.606,1.506,0.078,0.073,6,79,2
1.455,0.738,0.08,0.074,10,69,2
3.526,2.071,0.129,0.123,38,72,2
1.27,1.379,0.079,0.079,37,58,2
2.881,1.598,0.107,0.099,62,70,2
1.791,1.86,0.101,0.092,25,80,2
1.18,1.011,0.084,0.077,9,53,2
0.632,0.555,0.076,0.072,19,60,2
2.673,2.306,0.102,0.096,89,93,2
2.887,3.285,0.084,0.075,15,26,2
1.46,0.829,0.08,0.072,5,15,2
1.762,0.914,0.09,0.088,93,94,2
2.848,2.437,0.14,0.13,76,100,2
1.112,0.867,0.073,0.074,3,36,2
2.089,0.899,0.12,0.112,44,97,2
2.128,1.562,0.08,0.076,10,29,2
1.44,1.232,0.082,0.077,12,93,2
1.067,0.838,0.092,0.085,28,50,2
2.638,1.798,0.158,0.142,55,63,2
1.357,0.95,0.092,0.091,4,83,2
2.557,2.071,0.113,0.103,69,83,2
1.477,1.008,0.077,0.074,6,39,2
1.754,1.341,0.109,0.104,41,98,2
1.266,1.002,0.1,0.09,32,57,2
3.045,1.189,0.111,0.106,34,74,2
3.305,2.843,0.137,0.129,52,96,2
1.832,1.895,0.116,0.105,3,76,2
4.85,4.501,0.114,0.111,85,95,2
1.202,0.843,0.088,0.081,15,66,2
1.979,2.291,0.123,0.11,5,55,2
2.708,1.635,0.147,0.137,29,86,2
1.87,1.288,0.124,0.119,33,81,2
0.923,0.688,0.081,0.077,19,20,2
1.622,1.086,0.113,0.101,21,59,2
3.239,1.964,0.081,0.075,16,91,2
1.664,0.943,0.1,0.093,4,18,2
2.179,1.405,0.132,0.121,92,99,2
1.909,1.349,0.118,0.104,51,61,2
1.947,1.448,0.107,0.107,36,55,2
3.141,2.612,0.13,0.128,77,86,2
1.12,0.84,0.082,0.08,26,37,2
3.018,3.79,0.119,0.115,30,76,2
1.25,0.856,0.089,0.087,56,94,2
2.736,2.276,0.105,0.097,60,100,2
3.176,1.182,0.097,0.096,17,47,2
1.281,0.843,0.098,0.087,7,74,2
1.567,1.483,0.081,0.08,11,64,2
1.26,0.937,0.079,0.074,1,57,2
3.781,2.089,0.174,0.162,81,97,2
1.745,1.12,0.1,0.094,23,78,2
1.363,0.983,0.093,0.092,37,83,2
1.932,1.398,0.097,0.09,64,93,2
1.481,1.517,0.079,0.071,9,93,2
5.854,3.33,0.138,0.121,23,63,2
1.643,1.258,0.103,0.102,37,98,2
1.332,0.791,0.102,0.093,44,57,2
2.584,1.668,0.092,0.09,39,64,2
1.867,1.147,0.094,0.086,42,74,2
2.226,0.975,0.113,0.107,24,96,2
1.181,0.745,0.12,0.109,29,100,2
0.923,0.703,0.065,0.063,8,45,2
7.265,4.661,0.147,0.134,18,76,2
2.228,1.684,0.13,0.118,63,66,2
2.182,1.786,0.112,0.11,45,81,2
0.946,0.587,0.076,0.074,2,20,2
2.961,0.796,0.089,0.079,14,30,2
1.427,1.117,0.117,0.103,57,59,2
1.195,1.293,0.085,0.076,60,91,2
1.371,0.984,0.088,0.084,21,42,2
1.718,1.599,0.106,0.095,27,61,2
2.061,1.743,0.122,0.117,46,76,2
1.48,1.082,0.098,0.089,20,94,2
